post_id,permalink,post_message,type,date_posted,lifetime_post_total_reach,lifetime_post_total_impressions,lifetime_engaged_users,lifetime_post_impressions_who_liked
102088165248724_132186442238896,https://www.facebook.com/sugboanongsimbahan/posts/132186442238896,"#PilgrimageUpdates - 04 MAY 2021 | The faithful devotees and parishioners of the San Jose Quasi Parish, Rosario, Aloguinsan, Cebu welcome the 2021 JUBILEE CROSS and the Pilgrim Image of Sn?r. Sto. Nin?o de Cebu.  #SugboanongSimbahan #500YoCCebu #GiftedToGive",Photo,5/4/21 2:54 AM,25424,26639,3274,6405
102088165248724_131892552268285,https://www.facebook.com/sugboanongsimbahan/posts/131892552268285,"PALANDONG | The Daily Gospel Reflection   ""Kalinaw"" Gospel from John 14:27-31 Tuesday, 5th Week of Easter May 4, 2021  By Rev. Alberto Cabag Jr.  Do not forget to SUBSCRIBE IN YOUTUBE https://www.youtube.com/channel/UCJzgBBaaEtMKnCNQxCiRNSw  LIKE & FOLLOW US ON THE MEDIA PLATFORMS Facebook: https://www.facebook.com/sugboanongsimbahan Twitter: https://twitter.com/sugbosimbahan Instagram: https://www.instagram.com/sugboanongsimbahan  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Video,5/3/21 3:00 PM,1867,2021,96,820
102088165248724_494382431743954,https://www.facebook.com/sugboanongsimbahan/videos/494382431743954/,"5th Kaunting Pahinga online Recollection with Cardinal Chito Tagle, D.D.",Video,5/3/21 3:54 AM,23894,25562,730,1093
102088165248724_130555172402023,https://www.facebook.com/sugboanongsimbahan/posts/130555172402023,"Day 3 - HOLY ROSARY INTENTION We pray for all those infected with the coronavirus and all the sick.  Photo: Our Lady of Cz?stochowa (Poland) #SugboanongSimbahan -------- Pope Francis is requesting that during this month of May the entire Church invoke the intercession of the Blessed Virgin Mary for the end of the pandemic and, in a special way, he is inviting all of us to pray fervently for those most closely affected by it.   During each day of May, guided by a calendar with specific intentions, all the Shrines around the world, united in a communion of supplication, will lift up their prayers, which, like the fragrance of incense, will rise up to heaven.   Thirty (30) Marian Shrines will take turns leading this prayer throughout the Church and offering the faithful a series of prayer moments for them to participate throughout the entire day.  This initiative is led by the Pontifical Council for the Promotion of New Evangelization.  ------ THE RECITATION OF THE HOLY ROSARY (The prayer of the Holy Rosary may begin with the lighting of a few candles from the previously lit candle before the image of Our Lady. The celebrant explains the meaning of the gesture and the day’s prayer intention in view of the pandemic and the particular needs of that geographic region. The following text may be used, adapting it according to the needs of the place and situation.)  Dear Brothers and Sisters, in communion with the Holy Father following the example of the first Christian communities in this time of great trial, we lift up to the Lord through the intercession of the Blessed Virgin Mary, unceasing supplications for the end of the pandemic.  Today, in particular, at this Shrine of [insert name of Shrine] we wish to pray for [insert prayer intention found in the appendix]. May these candles, lit from the candle that burns before the image of Our Lady, may illuminate and transform this moment of darkness into an aurora of new light.  We invite all those who follow us through our web channels to join spiritually in the recitation of this Holy Rosary with their families.   The recitation of the Holy Rosary according to the local tradition follows. At the end, after the singing of the Salve Regina and the recitation of the Litanies, the celebrant and the faithful present address the following prayer to Our Lady:  We fly to your protection,  O Holy Mother of God. In the present tragic situation,  when the whole world is prey to suffering and anxiety, we fly to you, Mother of God and our Mother, and seek refuge under your protection.  Virgin Mary, turn your merciful eyes towards us amid this coronavirus pandemic. Comfort those who are distraught and mourn their loved ones who have died, and at times are buried in a way that grieves them deeply.  Be close to those who are concerned for their loved ones who are sick and who, in order to prevent the spread of the disease, cannot be close to them.  Fill with hope those who are troubled by the uncertainty of the future and the consequences for the economy and employment.  Mother of God and our Mother, pray for us to God, the Father of mercies, that this great suffering may end and that hope and peace may dawn anew.   Plead with your divine Son,  as you did at Cana, so that the families of the sick and the victims be comforted, and their hearts be opened to confidence and trust.  Protect those doctors, nurses, health workers and volunteers who are on the frontline of this emergency, and are risking their lives to save others.  Support their heroic effort and grant them strength, generosity, and continued health.  Mary, Consolation of the afflicted, embrace all your children in distress and pray that God will stretch out his all-powerful hand and free us from this terrible pandemic, so that life can serenely resume its normal course.  To you, who shine on our journey as a sign of salvation and hope, do we entrust ourselves, O Clement, O Loving, O Sweet Virgin Mary. Amen.  ------ FAREWELL GREETING TO MOTHER MARY  Remember, O most gracious Virgin Mary, that never was it known that anyone who fled to thy protection, implored thy help, or sought thy intercession, was left unaided.  Inspired by this confidence I fly unto thee, O Virgin of virgins, my Mother. To thee do I come, before thee I stand, sinful and sorrowful.  O Mother of the Word Incarnate, despise not my petitions, but in thy mercy hear and answer me. Amen.",Photo,5/3/21 3:00 AM,4988,4988,309,3159
102088165248724_131550035635870,https://www.facebook.com/sugboanongsimbahan/posts/131550035635870,See here the SCHEDULE of Pilgrimages. #SugboanongSimbahan #SantoNiñoat500 #500YoCCebu,Photo,5/2/21 10:41 PM,2871,2973,165,2416
102088165248724_155466706514761,https://www.facebook.com/sugboanongsimbahan/videos/155466706514761/,"May 3, 2021 - 12:15nn Mass | Feast of Saints Philip and James",Video,5/2/21 9:06 PM,860,912,39,587
102088165248724_2978683849055117,https://www.facebook.com/sugboanongsimbahan/videos/2978683849055117/,"May 3, 2021 |  Requim Mass for +Rev. Fr. Hernani Bercede",Video,5/2/21 6:48 PM,2261,2374,205,1429
102088165248724_131465258977681,https://www.facebook.com/sugboanongsimbahan/posts/131465258977681,"PALANDONG | The Daily Gospel Reflection   ""LIfe is a Journey?"" Gospel from John 14:6-14 Monday, 5th Week of Easter May 3, 2021  By Rev. Gio Abastillas  Do not forget to SUBSCRIBE IN YOUTUBE https://www.youtube.com/channel/UCJzgBBaaEtMKnCNQxCiRNSw  LIKE & FOLLOW US ON THE MEDIA PLATFORMS Facebook: https://www.facebook.com/sugboanongsimbahan Twitter: https://twitter.com/sugbosimbahan Instagram: https://www.instagram.com/sugboanongsimbahan  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Video,5/2/21 6:30 PM,1626,1739,100,1006
102088165248724_131422128981994,https://www.facebook.com/sugboanongsimbahan/posts/131422128981994,"An Invitation for us to rest and reflect with His Eminence Luis Antonio Cardinal Tagle, DD  Livestreaming @ 7PM  #SugboanongSimbahan",Photo,5/2/21 4:16 PM,7174,7566,414,3384
102088165248724_130554539068753,https://www.facebook.com/sugboanongsimbahan/posts/130554539068753,"Day 2 - HOLY ROSARY INTENTION We pray for all those who have not been able to say goodbye to their deceased loved ones.  Photo: Jesus the Savior and Mother Mary (Nigeria) #SugboanongSimbahan -------- Pope Francis is requesting that during this month of May the entire Church invoke the intercession of the Blessed Virgin Mary for the end of the pandemic and, in a special way, he is inviting all of us to pray fervently for those most closely affected by it.   During each day of May, guided by a calendar with specific intentions, all the Shrines around the world, united in a communion of supplication, will lift up their prayers, which, like the fragrance of incense, will rise up to heaven.   Thirty (30) Marian Shrines will take turns leading this prayer throughout the Church and offering the faithful a series of prayer moments for them to participate throughout the entire day.  This initiative is led by the Pontifical Council for the Promotion of New Evangelization.  ------ THE RECITATION OF THE HOLY ROSARY (The prayer of the Holy Rosary may begin with the lighting of a few candles from the previously lit candle before the image of Our Lady. The celebrant explains the meaning of the gesture and the day’s prayer intention in view of the pandemic and the particular needs of that geographic region. The following text may be used, adapting it according to the needs of the place and situation.)  Dear Brothers and Sisters, in communion with the Holy Father following the example of the first Christian communities in this time of great trial, we lift up to the Lord through the intercession of the Blessed Virgin Mary, unceasing supplications for the end of the pandemic.  Today, in particular, at this Shrine of [insert name of Shrine] we wish to pray for [insert prayer intention found in the appendix]. May these candles, lit from the candle that burns before the image of Our Lady, may illuminate and transform this moment of darkness into an aurora of new light.  We invite all those who follow us through our web channels to join spiritually in the recitation of this Holy Rosary with their families.   The recitation of the Holy Rosary according to the local tradition follows. At the end, after the singing of the Salve Regina and the recitation of the Litanies, the celebrant and the faithful present address the following prayer to Our Lady:  We fly to your protection,  O Holy Mother of God. In the present tragic situation,  when the whole world is prey to suffering and anxiety, we fly to you, Mother of God and our Mother, and seek refuge under your protection.  Virgin Mary, turn your merciful eyes towards us amid this coronavirus pandemic. Comfort those who are distraught and mourn their loved ones who have died, and at times are buried in a way that grieves them deeply.  Be close to those who are concerned for their loved ones who are sick and who, in order to prevent the spread of the disease, cannot be close to them.  Fill with hope those who are troubled by the uncertainty of the future and the consequences for the economy and employment.  Mother of God and our Mother, pray for us to God, the Father of mercies, that this great suffering may end and that hope and peace may dawn anew.   Plead with your divine Son,  as you did at Cana, so that the families of the sick and the victims be comforted, and their hearts be opened to confidence and trust.  Protect those doctors, nurses, health workers and volunteers who are on the frontline of this emergency, and are risking their lives to save others.  Support their heroic effort and grant them strength, generosity, and continued health.  Mary, Consolation of the afflicted, embrace all your children in distress and pray that God will stretch out his all-powerful hand and free us from this terrible pandemic, so that life can serenely resume its normal course.  To you, who shine on our journey as a sign of salvation and hope, do we entrust ourselves, O Clement, O Loving, O Sweet Virgin Mary. Amen.  ------ FAREWELL GREETING TO MOTHER MARY  Remember, O most gracious Virgin Mary, that never was it known that anyone who fled to thy protection, implored thy help, or sought thy intercession, was left unaided.  Inspired by this confidence I fly unto thee, O Virgin of virgins, my Mother. To thee do I come, before thee I stand, sinful and sorrowful.  O Mother of the Word Incarnate, despise not my petitions, but in thy mercy hear and answer me. Amen.",Photo,5/2/21 3:00 AM,4505,4611,193,2773
